Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,Class
ebba7c39a49f,54969.829233,74276.522827,97206.465572,42768.766742,34709.204699,89205.651062,17532.010297,53031.029741,87439.324147,11990.841478,73639.505535,67791.913278,47670.679516,36910.333334,46827.095617,52797.556600,18262.358511,57158.260503,84601.299482,24710.493772,24977.628280,91807.519692,69944.774333,6585.112627,79341.489543,96865.675404,61764.385367,57168.345548,77477.805142,16700.062186,12147.950659,9360.681422,78240.950082,10580.086632,3181.125087,99055.071788,60470.568803,72211.614092,7518.458562,77707.185773,39458.947526,40624.747090,11973.984616,92313.222241,78237.527452,41018.702444,12753.423985,53658.972202,61285.493016,65556.595682,19581.997273,58377.213066,71102.638908,34010.840231,81663.219973,1247.628644,1
16188e651382,60201.989763,80198.949519,4659.262916,30641.134569,86990.142058,83704.700809,48124.878156,41381.509118,39591.784186,85076.857656,33456.525615,72265.554790,27502.441495,87720.610014,32704.927892,32824.808315,81988.443548,26086.492467,2836.993052,32984.437490,22977.046185,36841.278336,32472.249133,92872.478347,72867.756369,87900.460076,26329.107298,14520.223110,26171.696482,78458.949427,8289.961272,21919.533241,51660.163476,10313.120989,27908.454347,74179.070630,45110.961065,67946.956888,30565.682994,72552.874384,94504.868537,88545.592165,85622.599266,26785.342405,92851.507051,87524.232892,83453.074146,99724.829857,16084.583704,16345.976330,71805.588152,43986.141609,38416.326444,15666.934188,8788.687807,53546.909914,1
c7b7c9b0a3f3,87261.316219,10143.782451,85283.568127,89130.280970,68797.512642,42338.551615,33380.991075,97273.329134,52978.211141,91163.779107,38129.906874,23789.678312,44977.559437,72531.412447,31190.037104,92534.295826,8184.069003,48159.333363,36057.868195,88579.776471,643.092744,49042.286388,50617.143803,80175.294620,85073.496487,14600.918131,30000.244702,70730.579011,34891.264120,96296.388443,17710.742831,60533.213711,44357.137189,87324.613840,91665.861434,51157.954051,14019.289450,88185.027842,13117.233067,95401.294583,80123.320420,10000.811034,3015.878098,42915.437370,3048.544039,76601.183950,86610.543693,25826.571180,36768.792565,16134.107246,73217.317658,74345.798032,74944.035771,67299.532489,62619.673963,79699.274392,1
c5a0092c11cd,86674.237738,74888.713726,22913.779350,47043.350067,52707.104665,83224.920536,49019.829356,16807.578312,84395.564759,19998.571715,42071.165999,66562.225645,12585.126750,44792.999919,69303.370053,10599.444973,58421.270324,34056.995047,45119.520694,48295.408425,14570.896596,55716.891644,55056.915489,31496.484775,7649.074720,19954.470548,74566.502643,61247.316619,43297.204000,89431.121688,29801.960214,52231.306924,23951.629630,12829.551795,5969.234323,96551.416294,55386.385520,55900.626151,90018.377217,50584.527849,56367.086169,65077.303862,24247.554641,29431.096795,12301.056283,57368.033667,4567.637990,38908.572323,75433.514722,41324.776108,54536.555775,40795.107764,83207.784580,30470.854603,93248.256585,52993.036990,0
cf30435992dc,7199.633972,62516.382596,22768.580698,68869.590827,53176.102728,50596.890664,54747.653043,3558.360247,82352.435930,45660.512139,94852.676822,80509.298562,19196.667313,97386.640809,81405.233068,5588.589560,15816.134529,81779.693428,3961.401708,57218.113932,62277.325376,93104.039137,89252.794236,73295.022819,70220.200157,20497.834526,93159.941749,27680.578168,8907.535850,64300.381582,98350.187942,52214.371155,49605.002869,61334.844822,12520.187673,84186.426942,3523.057754,31784.488948,14048.486468,55969.208206,11212.205177,307.781633,65087.410470,94984.478441,21635.372522,32196.212846,47723.263522,78089.816821,41998.802592,80226.870849,2967.754533,40738.819389,90569.164823,32413.081618,97328.457642,4182.175997,1
0fc51e2aa17e,57615.126929,64913.979827,93521.382683,14132.440934,16724.811273,33289.192174,37766.897247,52628.650297,30310.414409,27696.814272,46523.366046,67648.508342,7341.141409,56745.605109,81461.080515,78033.905719,79689.199570,64899.498295,74860.832955,64704.316877,75133.161693,62803.122672,30701.499010,31180.284783,30643.180432,17583.316788,33493.142584,80668.766629,55260.920307,90371.948144,69712.768568,46095.517463,68144.394207,30098.376141,35464.374445,47743.026921,22979.031909,50721.727605,9054.928909,71199.529834,5579.709735,250.118121,89214.915930,4925.614361,90301.524862,99057.008987,69509.261593,19763.853440,89184.437779,94575.810120,58991.714653,55541.538157,61789.858186,88198.866546,69171.156509,2401.714398,0
64723eb3a3a3,47433.600911,81805.016653,80828.516997,93391.562665,75610.718075,49828.955848,96413.715037,25393.671366,8577.506421,74235.178631,58064.453483,83932.056830,7155.202643,24683.181970,68923.903081,73389.737320,63139.882692,65210.816707,24031.269932,42331.229212,10348.477045,75360.326571,90038.735581,21529.840720,75115.722639,19960.928272,38318.165423,52590.057547,75958.393589,16615.357877,76915.753852,18167.317189,88458.717074,49142.678140,30910.709644,70212.311449,93119.319842,42752.090352,15014.501667,83669.323204,61118.041975,60715.122327,45058.476872,70236.598749,98568.523044,22532.152425,5351.771222,38863.233201,48459.415036,5107.477538,71724.449374,13698.988124,24299.932309,71424.802081,18999.661409,25904.938571,0
4534afa13ac7,88441.988641,6832.042092,41708.954996,9930.201623,93446.626003,30470.037683,76241.273631,79338.437022,72247.674098,17007.480383,82113.479060,4276.723620,63313.491130,42053.809882,65981.237341,29656.544666,70892.682588,5181.045517,63768.846745,75544.682136,71596.090539,53802.567056,9425.887175,1397.274773,15223.569294,58801.351669,19723.845858,4442.332621,40572.599646,27234.652353,8698.268004,32770.715738,89708.252712,55157.026183,52778.939287,17279.715448,82179.299606,23383.867653,74058.368623,13860.411538,65806.889377,52109.349841,92946.614322,39499.195168,29258.143828,77378.741192,16828.283272,35820.621126,45235.869098,43533.447123,97497.925884,5891.392631,34536.763496,40291.928553,22438.061715,49279.227555,0
326f8de96d64,77819.873946,6269.251060,64206.424271,24081.971323,58483.728611,14355.636421,39225.069801,92012.610336,14024.642406,31794.837586,83149.101241,18456.348748,84970.712333,2361.968815,58711.070370,74661.903273,85238.294654,61917.115796,2112.633671,17098.480409,10052.947691,55207.637057,8490.106925,95136.733527,79420.738797,80229.936777,62346.885725,94753.149018,5516.656739,40272.113698,64584.220034,45009.297042,30171.447140,62997.965721,36684.156326,13949.783001,30563.384907,39825.208173,61139.414438,95460.987939,70748.901932,49850.623266,2076.281183,42994.184717,91723.664224,84077.130554,70495.408274,13012.654894,88642.203739,45104.511332,63847.946744,12720.031666,47669.721471,75863.363707,63962.449209,15104.309532,0
8ae48af99d08,73199.238425,95495.675077,92357.664386,33976.094491,90635.291067,6017.357874,21105.168331,31818.349963,2446.171179,47834.141396,99447.303303,85423.075066,83107.897994,99578.090927,79737.967413,19888.656912,35569.048096,72239.356415,37783.799045,86931.204308,34488.790551,25777.878478,98007.548139,89625.032182,87916.159088,59694.294329,45188.256993,13203.613570,60473.075092,66717.313730,54248.561811,22060.704152,94201.380966,27075.054247,33152.211176,43545.354347,63104.037478,33065.906951,64899.613843,92402.405568,23754.861013,73771.231854,19707.234708,2169.407443,9264.546943,30723.366253,24786.990825,8724.957876,302.839786,38424.015483,6297.343005,72545.145145,61517.903860,88938.323727,92384.377821,6528.317331,0
ee9ccb88b200,89134.511395,95739.706368,64331.384208,36613.631809,87260.602150,73838.176302,1888.396795,9413.734328,95039.482427,53939.141701,36655.780628,85569.364397,96682.340222,80284.848365,28876.662842,82672.998636,99863.872214,70638.080076,73036.985110,67214.728235,56275.297602,11862.945926,18375.970085,24620.001112,6385.488237,26159.549233,28704.987949,97892.666976,53057.707381,58410.220525,92403.126135,80706.193812,20827.305771,58101.895485,66852.055778,42713.118773,1697.390283,39709.714613,67364.974053,49561.612370,23377.548169,66495.150723,76696.253962,33867.920449,11158.312741,72515.303497,17893.791733,4251.073557,4139.625125,33834.074277,51203.414165,78914.362161,64381.403366,24504.874008,34773.131266,96345.774595,1
698a9732afc4,98697.363495,47083.715194,39813.415679,22285.934302,41268.344447,12911.350503,881.916031,3735.401223,26611.838523,50141.563459,96247.692845,98519.917097,16013.904389,63236.377587,22445.514534,83758.496001,84013.322560,55118.180646,41706.104089,637.109565,29944.832110,58840.991812,16060.847669,17434.362994,37796.976830,30669.677230,38970.795131,95325.134275,50008.361520,14358.597124,44157.730367,38825.080221,372.308396,6186.755552,32620.395896,85348.334612,13270.504113,33600.521308,60321.779110,67462.815465,75191.128858,76966.625896,3617.296400,745.095293,62407.890587,16955.020597,48434.171801,58875.387924,79946.908384,82613.479712,54178.570674,50791.721735,6224.488103,52554.364655,33193.644827,34462.318203,1
988eab3ceefb,99055.587924,87626.117443,34248.122848,21862.617402,14744.143770,97224.934561,31438.518961,55408.692567,99705.638644,76002.851572,44482.352943,14649.247532,12216.211138,31279.181412,21269.159812,47590.391670,45432.824499,42964.988656,12952.071520,37151.646329,12806.590278,77316.882530,96464.791022,17859.728167,80303.890820,66263.842544,36145.615633,82617.961572,2706.227130,93477.588815,19975.758078,17637.263808,26004.131500,67583.542707,24202.384935,96448.257912,21626.869080,24141.996665,42064.282674,15780.210698,84783.530775,4468.557284,86956.095625,28716.124191,26996.236690,98995.084343,6395.720921,50057.806699,26402.271214,30816.930401,32219.361253,67302.224730,158.938495,89597.563220,71009.529239,77054.314132,1
2ef48d707483,77592.517245,78512.463097,68862.968129,51877.054968,84722.650542,1904.483793,27572.622221,4294.068223,40782.647423,62824.335147,34769.888732,89468.633996,26884.123608,8610.867232,71250.590993,1089.237907,53366.756794,52793.783147,36934.386568,9777.746781,8127.100745,5045.623682,38360.563744,54171.086080,14907.154965,51081.896477,68737.293272,45189.597655,76519.291292,68109.946783,4506.072254,69680.668715,65363.258864,16118.966073,6664.499559,79379.555351,76987.294872,2590.325228,93785.787066,38321.936484,45022.786342,47429.895836,72873.350950,7494.133432,73611.882880,6899.057743,32959.970574,79938.519359,82000.370525,17778.388203,73138.066289,74653.202510,26306.760516,71992.858780,90831.217795,63664.928273,1
d87b4033e082,21953.637632,5639.756582,88608.351084,14317.864710,67469.677363,23213.629439,19923.175651,43808.639817,81173.635950,48065.706037,16102.846898,67429.629513,22543.085209,74727.509077,6531.367258,33013.489163,34545.820799,80752.293554,19894.020331,37496.041572,85882.538449,49909.731813,88684.950296,59458.197488,80899.516451,59033.494810,81075.151749,199.471102,60839.017394,40407.600654,72560.074229,89647.458801,95197.276364,380.876981,9766.802233,63932.933140,66300.938231,29103.906567,56435.330778,35953.347520,65833.213404,46770.772571,99658.960490,3317.192273,50349.773419,10953.611393,42678.012253,58540.632435,46470.336511,86869.595443,32400.155083,63540.322303,72954.867247,98629.622032,42354.581423,90817.361265,0
5fd45696ce9b,90051.632198,42586.266520,62697.130251,59958.067778,31014.029183,447.009856,94696.259815,61903.808289,30082.768885,75743.876925,69114.978361,38632.915951,56840.362081,13619.459461,25444.784202,66643.934473,75962.967480,67362.494881,71545.175684,81236.644441,49410.840342,54757.912352,59669.948709,7954.503695,46852.483423,15262.098176,76120.654065,53619.690414,85803.858389,53043.284196,36786.122657,56026.379972,59557.168456,25475.708596,75647.036896,8956.084546,12858.261160,54135.287393,2137.964715,12392.778339,20554.973420,71877.614571,94195.555788,25934.127302,86288.813985,26914.029691,9657.665663,79014.670292,95221.482198,3447.894471,91639.671680,43449.199979,17712.456799,29963.086141,73426.355786,40129.123992,1
11514041903e,77406.045742,8774.224329,36878.337949,34660.468810,44665.329938,32342.878916,92300.356730,45551.270492,36823.700049,50477.608045,66167.919054,60795.529153,88063.803635,16687.898073,29979.955758,44639.992911,22110.176151,26976.892437,98284.916097,39085.655927,48663.114242,49496.075974,76838.491523,88333.364679,15319.223042,28572.664279,12077.328636,89266.513130,89790.402928,96989.176324,48218.598144,82067.117981,80020.780970,53755.994669,40880.376420,40272.920856,76564.713093,44762.559362,26585.973381,99388.326293,39001.810883,42661.843771,79525.209747,39631.331894,93338.975236,34890.184948,38886.293611,62287.289154,50323.933241,14606.500604,37332.208360,39745.466419,51731.208212,72265.990069,55123.769431,63217.561324,1
853a8177cab4,80648.110503,5361.099458,48507.675105,19208.352149,49452.204109,40861.612250,72999.241728,63059.103186,25736.852757,80327.334496,85571.326269,10610.156098,54445.625316,89733.936536,96031.005695,99518.116429,10284.853272,1626.216711,28258.099349,72128.439669,87764.662012,94061.483330,72768.875975,75606.216279,22155.996600,21309.473523,81459.243180,36083.263309,115.758838,66426.831937,45774.968676,22527.625266,33282.531131,26063.754446,86316.096243,8540.089314,89367.588373,75483.976660,60820.386017,33139.084997,92175.654341,53344.720765,8117.302778,14540.923670,59885.113272,82143.623364,69661.635860,83309.443675,94921.265615,70694.473906,53964.323908,19664.975016,44443.670031,39814.102624,55350.351675,66609.532173,0
5366525db49b,81520.106243,74367.973247,43745.288738,6662.826842,84877.323578,38310.734055,7537.923173,82068.140305,68041.433414,49066.411736,74236.677239,88897.807403,7178.566466,53323.306772,28977.525220,62829.584783,50387.842519,6053.441471,93884.405853,11963.935216,71543.544869,99613.705298,10366.467638,22859.817680,83284.543201,70429.907884,78822.824792,65589.169373,62370.126798,62378.646063,68901.391890,14072.277490,78253.355087,62203.399712,32172.467318,24511.027240,49727.434877,42996.174533,51413.800174,42357.011350,8302.039395,81871.493362,22337.161839,94785.098705,21278.496732,32707.592033,40571.569424,92274.612430,86348.165673,8526.076117,43906.926883,47162.872174,92887.493203,75439.098222,88108.766294,10077.256242,0
c0342ece5a24,58401.934309,98446.110611,37106.483248,43121.632665,12653.002247,55575.107741,59607.688204,24100.988408,71919.772321,89173.577520,31277.033942,55570.321124,74833.701253,93657.130227,62057.387535,30742.761360,88859.091791,28619.195664,715.533786,18296.268111,32313.871986,37399.627875,42641.477661,20119.688280,56201.156480,81924.206021,30542.313869,90113.947226,36082.534856,60209.680559,20603.172947,23522.142805,94861.237408,10300.252592,48319.861763,92191.545306,1974.527158,25729.322628,83823.511848,23846.391039,21554.755004,67680.596611,71787.835312,28318.443857,95433.428391,38039.251329,62965.883651,26496.705523,47889.625455,19029.640681,45726.896965,78115.070449,3847.609201,71943.251291,9906.759253,87526.419528,0
883c4a525fa8,97137.813152,78174.874714,17499.778844,81449.320822,1927.141041,69675.896841,58402.640677,99166.992595,20633.492445,4931.576145,9573.376418,85654.274155,28123.450355,99985.670364,65858.498861,95293.877488,75637.918973,96045.951649,23093.783393,31797.344366,2405.838874,39485.155888,41050.075769,55997.592583,35778.689023,8302.354655,7536.669579,52894.755707,12386.759694,67412.109714,45858.159535,44879.843504,86938.899851,10787.584535,24805.328260,46535.216271,77530.108313,6090.456033,84258.602306,63085.867975,66770.117196,61051.257554,2925.330611,89836.533115,33655.741725,18450.391958,18069.491762,78999.128299,15806.161661,93378.343309,36496.848490,90509.982891,43948.498180,27350.419721,83843.476835,76927.789222,0
f02399c34a1a,39060.478444,13949.131556,75955.065170,1248.527876,48368.069187,79038.815062,53536.513826,16793.394592,20563.897687,95034.998676,30060.236181,87534.175886,12805.898131,82524.118152,44801.209101,31939.336712,64323.908328,110.551361,99322.640529,48865.225265,44592.117264,6367.217158,22385.396139,63181.314426,66124.038829,88590.387287,34523.211454,15590.883204,41397.007197,31375.640439,11505.347507,55449.016817,77962.847044,69148.855930,46288.756990,45266.058881,48274.556521,41796.528271,23473.351733,96420.548884,31382.512347,88914.959687,35712.214454,60789.091602,50328.939759,75648.528352,800.924411,48913.029525,24172.613257,48602.906818,71515.530421,68556.026749,52102.839583,18378.296851,85489.839129,40716.715461,0
6138526508d1,6288.331360,13972.662867,86142.450207,25507.973916,8843.620329,96992.626405,25141.573749,55153.166700,3516.098351,16170.534600,41254.245838,65455.464170,34585.470929,23528.550270,68036.863108,70559.222491,66435.062444,45412.412977,74601.938728,24663.754162,70162.750801,85443.229956,85113.108659,70851.468859,60631.310969,76020.995682,63956.678881,3878.481454,51299.043982,76825.011887,87207.428938,59738.231089,73906.346852,76631.997136,55893.191854,67368.127189,53450.438607,70584.846805,89222.016016,87076.295791,36945.536286,90627.686070,59925.025018,79134.048882,76973.759412,16428.847343,72666.159722,16401.452731,43669.148728,82183.866629,68290.415443,42198.397858,84095.453189,75740.443293,14498.815860,29680.689872,1
32e8d7f3fb14,97757.123445,63.389320,55924.937498,17899.321402,20254.566899,90483.709895,37206.890879,91337.909956,80996.996406,23916.207461,99551.187423,98121.362232,89034.377874,34453.052988,4548.515875,68942.583424,85319.948390,59450.601539,18132.933293,10145.030074,23892.099723,35334.966650,72279.281950,95638.412090,60492.223301,25577.418197,82695.078456,5676.936156,9361.269743,18840.300891,67229.692456,91083.735609,12574.493649,73116.372183,81625.640328,44060.300853,24525.321860,15101.939475,3436.144440,92476.820355,44374.403362,13294.322158,35691.367803,62285.904363,94090.895162,92274.947594,29261.666063,59647.273229,11806.815050,77936.379565,968.938358,70039.924518,10447.544316,29365.348226,98700.774591,12322.144630,0
aeb30d06507e,89191.894062,72024.220585,53978.382801,41651.742174,34008.802040,23445.627251,19192.800483,70096.024107,94282.644272,16864.418316,21662.745448,15433.420221,844.591730,90228.796966,80460.699401,45158.231100,88092.524218,38648.771711,25773.733547,20462.817485,35008.629192,52646.473376,18904.794383,62729.912068,35864.837460,83256.786025,48489.434014,97249.662833,50444.671909,20392.279130,84218.055107,19395.387008,31251.370870,45704.641678,30333.307385,87231.621607,7716.408632,9266.332757,8634.572262,8265.339116,30629.171209,10456.506873,68133.382366,84842.104696,70128.790980,57867.250227,26255.323235,49516.169936,79116.164670,87809.662132,57783.385187,57407.716223,79394.496322,54618.490694,71122.961139,41740.687100,1
0f887488f236,95703.949263,83835.664214,92958.557373,56911.025571,89586.061269,48037.917587,10988.745602,61114.042585,53628.672637,92333.581175,93259.172151,26079.413885,27413.346764,3574.919793,28167.899121,21753.798392,14746.422075,44234.493082,79132.671947,51453.373853,14160.604866,1701.557290,232.177515,49812.170139,58694.903887,65313.301146,87272.284116,67499.812503,17157.764461,37961.815647,45582.140150,20580.780417,50551.155015,84521.975001,6187.509096,83179.933037,85040.527815,86640.583802,75975.691443,91406.160030,70644.941120,38824.760480,10882.981115,14943.926385,62264.796576,84535.102106,68268.789450,37420.241597,20774.796765,47586.312784,54858.633962,59281.734911,14899.771702,6027.954615,52768.387622,7031.097229,1
383ce75425a8,13988.019148,90589.244472,1873.441287,32012.353466,50689.816311,34289.105458,8463.853957,96870.877509,73922.269491,34989.947130,75079.098744,90575.872892,70756.201899,54350.705349,70268.593876,7103.495768,80352.162248,61977.809600,36552.237588,35838.652076,91792.581864,73300.611823,34596.519452,18659.308513,939.882053,27252.179507,77579.899401,16661.838251,24363.330862,37093.040198,92811.386450,31880.361206,68468.027489,6074.818943,6654.709678,25921.631266,31521.694327,93077.971912,83107.716479,22018.495573,45601.733294,47705.138217,32145.970963,81708.131316,7263.438929,91825.590057,1693.077374,76902.058387,80381.159286,26646.430331,48761.900862,27191.576069,78363.413160,33775.679440,79259.415074,90498.517650,0
54429d11f5af,62390.832505,74386.433604,67020.406156,67269.146133,76907.193631,43816.801205,84487.079260,88148.074533,56878.905893,77915.461402,98746.584830,95908.578512,65378.582205,66968.301043,40488.372842,81209.545014,95410.673595,69449.267269,53114.605978,49975.576640,27971.955518,44460.417364,50630.215402,93899.671488,57330.681606,90951.109197,95922.167388,91626.564100,18416.561639,58495.190735,84364.614759,53287.972836,37723.779974,11300.121662,30087.090023,53644.509237,21016.814541,55136.982177,12741.057846,67897.847077,81236.882396,1889.582962,36148.982431,53705.190397,51593.439750,77026.356714,70964.708982,99445.540919,69432.441846,42832.349202,16568.110608,74936.849638,22350.236003,31370.676196,83027.937485,41419.658743,1
c77970452e10,94489.701052,23776.320070,84008.711273,26147.161529,2056.067032,33517.912235,28167.696382,34105.029446,79171.323467,78104.506183,35054.913795,80524.316470,5064.407922,25275.645832,77538.542941,80981.426133,75047.567697,50529.830163,91789.786625,81307.766537,27213.840281,44669.563066,43861.517255,88244.203536,71169.029293,88097.602256,66049.622434,77117.534148,1033.176712,5225.922918,79920.641615,65643.849296,71544.574911,45246.550367,47818.656204,22461.312222,78231.558913,61814.217633,79901.012997,62561.820471,38722.748175,18495.915604,38215.894821,26529.589052,6729.134005,83425.604867,75190.812750,52406.959463,95423.131037,78136.748115,17409.498536,76168.319529,18299.575727,97518.073118,37274.615378,65383.443174,0
1a1f77c8eb2d,22413.599811,45151.027514,12615.378492,51605.894866,18621.146130,85252.053372,82941.145981,15048.704797,81656.353826,80761.067238,37749.417626,73147.909124,51455.682566,10288.169448,18486.039511,21275.913499,16628.609043,67659.629642,78656.056767,88632.061157,55469.497703,63792.792526,10991.914404,44959.072887,83430.138265,49435.001737,50936.691769,71919.961877,43563.581636,29836.892885,44897.017528,64780.194652,90437.562471,7698.336571,73528.422988,35674.823128,87909.553005,62574.652768,14139.301327,59033.766502,88879.768326,61347.831509,55203.713833,47317.153001,46021.561214,75452.693548,69710.132909,196.038711,23279.380561,61483.773207,84984.495964,11694.546351,16690.530739,61375.263824,86905.012377,89076.311674,1
4fbeaecda23d,36897.959446,45230.939773,33261.285378,37651.175949,68233.127945,90181.346858,74914.475338,21551.676955,61678.286337,95935.769997,40682.661889,63066.847558,66007.978336,28841.604937,2046.832042,59494.861008,93372.518504,94612.932845,12939.296715,4510.240495,52084.796731,52924.322272,31416.460259,25129.850608,43170.502403,69659.068134,82600.033777,49728.840407,5597.896144,64538.934148,11774.721220,59573.142963,59483.511241,41983.930844,82991.460267,1609.458408,67099.469528,52342.956489,61276.994477,56819.334556,55102.539034,67674.547967,82669.094250,74058.837524,67190.743825,85419.817477,18283.251611,53809.106728,17927.650299,4930.107245,5520.165229,96006.940905,60831.278286,69777.093510,25505.974667,47781.587895,1
145798e6010f,35091.811524,84450.102189,66964.334470,40240.916383,8568.548268,90288.388547,29677.029224,12386.111323,34619.402960,61015.445648,15451.007439,39185.930564,38765.959383,55659.246600,19352.682658,64013.346627,73309.884725,63851.482974,51048.717233,88508.699146,81054.965142,41040.048809,91763.154696,37646.400067,75948.998121,8953.766178,80106.022045,88813.393115,34100.608197,49838.833903,67999.316641,7986.947801,15351.843401,401.484631,31143.754305,47100.687565,13627.693216,50671.285223,31204.995378,85574.152825,57621.109515,83862.877276,28091.622115,8003.621366,12743.284731,34507.408082,69315.235241,32835.611021,76567.460282,52378.313007,92244.146903,38542.000895,15420.960184,21287.808207,37686.917265,46009.367978,0
e05c424af4df,73316.132365,51294.180413,96541.012649,14236.789130,69261.323263,81648.589704,60317.141111,34968.343140,9849.089648,30132.658043,70887.051278,81370.132842,83419.708370,14326.591796,96228.749598,39321.170156,21576.555808,19238.200613,42893.738168,27826.537451,2453.723811,90300.690232,84381.540842,48591.595847,10794.303366,19346.695480,37214.328305,71963.954799,3294.559734,58506.302949,16487.231913,83634.223237,48624.517074,52558.913096,2322.423524,56371.209362,74380.024443,68824.141161,84873.663478,71904.153179,68466.488905,44257.964497,12890.456120,44890.899524,7789.115498,1880.690560,83400.583834,28176.032016,4914.138552,97873.752619,62314.919308,22473.188352,60939.772797,18510.891108,62479.676611,58700.290684,0
366ddcfe83b7,27043.930275,82194.990624,64214.793570,869.241304,49542.136793,91503.027717,59437.282822,84642.392574,83262.482018,56640.254225,58899.537272,64020.601727,70474.390766,1015.251820,53374.031437,3228.263228,42696.807577,8763.420259,23969.204462,76858.689809,53843.849213,62996.111818,40242.502410,60863.315569,94598.070456,80273.028879,49228.249969,20316.433979,65621.905983,54612.100268,73161.713642,43627.183287,32666.374945,69930.939667,76469.127385,40692.827709,83852.989278,26182.566511,16404.644452,95000.584088,55728.913261,1226.113236,12097.064427,17400.847021,77166.990331,33448.875121,70625.884984,53983.172164,39272.901359,79206.037538,77837.499935,44380.358606,39901.959600,79808.919701,44827.129765,27211.508722,1
b19778881b15,84372.321653,6755.843064,15523.438060,4477.195294,55990.030188,44130.324103,38059.302968,49685.542543,95473.411522,27898.362926,75114.893036,56303.922593,96993.255859,12701.519014,47401.090319,99616.764385,30141.815572,39850.157279,90403.722311,98319.035277,89975.671950,42081.378601,95946.717151,1448.117981,78855.263285,10446.925240,8160.326266,61502.255991,89607.360312,30977.543668,45365.314195,22429.255862,78838.896491,1030.089372,85421.780726,24855.444115,24354.137618,35774.155352,8516.399635,67805.094388,58815.104852,56706.674767,67878.572730,85856.560865,47309.458057,55311.157250,21228.716937,84199.133914,76909.509299,47544.894209,91282.075411,39479.525357,81151.630248,92988.722407,23511.045553,50141.783545,1
b1f26e901e97,53750.325188,42272.719459,24964.897556,94118.995404,88755.107497,57432.525599,44240.089460,25423.468674,53710.071842,98134.327555,63731.149199,63387.851017,98971.654848,80440.614866,94308.326091,98125.117552,88674.897960,18592.827012,53201.200384,60818.962682,16716.410398,90657.352859,37653.831969,8321.314652,99932.018763,59379.154596,63498.839956,40297.492849,53613.534193,52556.993103,10468.498409,77183.540332,57098.421159,76212.045958,57431.673022,31482.161688,38557.571265,64899.818407,82595.070356,76308.422414,85323.517273,63702.703289,5402.277708,57263.082773,6064.563992,54703.934481,30831.497881,53757.953801,65322.502750,1616.893066,38824.627331,31248.844612,88023.963030,8867.942781,23421.034428,26971.778583,1
b8875879ca1f,43675.262659,50876.505261,6516.763919,29413.068728,38974.912013,44689.603382,8327.034576,75297.499813,11587.227208,19315.596703,89920.997832,1948.597018,95635.855253,87223.417395,80099.829056,5575.326294,97828.196957,11142.753018,25126.586467,79467.788643,1917.197518,17570.523792,16512.274945,83838.070943,3719.386360,40030.517891,49847.034724,12970.374067,22350.531658,5883.027295,1269.998628,25732.936303,2990.172871,76839.806321,8294.494452,23260.683907,85157.898512,5226.698930,82178.799733,18439.178877,24002.793072,84033.983389,99347.066596,59534.144355,33860.886560,59702.898406,44358.027113,19297.608014,92505.887570,45000.185312,58277.529033,35917.325208,66347.276026,3514.580696,90119.031164,17426.177542,1
79befeee3ede,33023.892251,72513.570184,26029.926512,27637.482430,19783.950492,15748.478653,32951.688952,11300.024773,18954.427292,57017.358780,85890.289780,38849.091236,505.375386,90857.281569,6123.800591,12036.006016,8523.434354,1720.817098,48714.046541,57266.439382,96470.594146,40469.162941,89620.577884,51950.193233,78529.502163,33621.910115,11522.724764,47691.564329,60858.751769,97356.385762,65701.219549,29623.573021,90949.723848,84487.953892,63996.075382,58612.532776,75393.092794,4720.464350,16577.157852,12212.020373,22460.807811,40930.013157,389.159132,65880.445992,22607.150646,64096.891960,50459.106525,42963.714887,84106.214018,98043.546119,23389.924528,73261.528112,7771.886393,24551.108717,33795.607987,18422.002987,1
4568e7819570,4807.987027,50396.975614,44111.526310,85543.060308,70280.425514,27075.047872,82448.551937,69343.291645,85548.268118,95911.479320,47201.710278,8384.472705,10320.239636,48140.456330,14523.189463,3854.768346,92628.377395,69281.318449,59752.233790,44840.845565,87106.206841,35910.212631,96925.635815,77057.120260,49045.580465,45085.767469,48316.710671,35075.494163,40828.616759,52222.483233,26131.298000,30036.236989,8402.811163,45531.995787,71361.741768,4997.906374,21874.891201,30260.101067,57531.556570,31100.874269,79844.732223,61969.789259,40171.223082,1340.743593,29517.180391,21745.267700,45779.542018,26905.778788,11890.187126,79823.000767,24015.986392,10461.889768,53055.028541,81643.533482,33166.212731,96623.551083,0
