,word,pos_tag
7934,aleurones,NNS
7935,aleuronic,NN
7936,aleurons,NNS
7937,aleuroscope,NN
7938,aleut,NN
7939,aleutian,JJ
7940,aleutians,NNS
7941,aleutic,JJ
7942,aleutite,NN
7943,alevin,NN
7944,alevins,NNS
7945,alew,NN
7946,alewhap,NN
7947,alewife,NN
7948,alewives,NNS
7949,alex,NN
7950,alexander,NN
7951,alexanders,NNS
7952,alexandra,NN
7953,alexandreid,NN
7954,alexandria,NNS
7955,alexandrian,JJ
7956,alexandrianism,NN
7957,alexandrina,NN
7958,alexandrine,NN
7959,alexandrines,NNS
7960,alexandrite,NN
7961,alexas,NN
7962,alexia,NN
7963,alexian,JJ
7964,alexias,NNS
7965,alexic,NN
7966,alexin,NN
7967,alexine,NN
7968,alexines,NNS
7969,alexinic,NN
7970,alexins,NNS
7971,alexipharmacon,NN
7972,alexipharmacum,NN
7973,alexipharmic,JJ
7974,alexipharmical,JJ
7975,alexipyretic,JJ
7976,alexis,NN
7977,alexiteric,NN
7978,alexiterical,JJ
7979,alexius,NN
7980,alezan,NN
7981,alf,NN
7982,alfa,NN
7983,alfaje,NN
7984,alfaki,NN
7985,alfakis,NN
7986,alfalfa,NN
7987,alfalfas,NN
7988,alfaqui,NN
7989,alfaquin,NN
7990,alfaquins,NNS
7991,alfaquis,NN
7992,alfarga,NN
7993,alfas,NN
7994,alfenide,NN
7995,alferes,NNS
7996,alferez,NN
7997,alfet,NN
7998,alfilaria,NNS
7999,alfileria,NNS
8000,alfilerilla,NN
8001,alfilerillo,NN
8002,alfin,NN
8003,alfiona,NN
8004,alfione,NN
8005,alfirk,NN
8006,alfoncino,NN
8007,alfonsin,NN
8008,alfonso,NN
8009,alforge,NN
8010,alforja,NN
8011,alforjas,NN
8012,alfred,VBN
8013,alfreda,NN
8014,alfresco,NN
8015,alfridary,JJ
8016,alfridaric,NN
8017,alfur,NN
8018,alfurese,JJ
8019,alfuro,NN
8020,alg,NN
8021,alga,NN
8022,algae,NN
8023,algaecide,NN
8024,algaeology,NN
8025,algaeological,JJ
8026,algaeologist,NN
8027,algaesthesia,NN
8028,algaesthesis,NN
8029,algal,NN
8030,algalia,NNS
8031,algarad,NN
8032,algarde,NN
8033,algaroba,NN
8034,algarobas,NN
8035,algarot,NN
8036,algaroth,DT
8037,algarroba,NN
8038,algarrobilla,NN
8039,algarrobin,NN
8040,algarsyf,NN
8041,algarsife,NN
8042,algas,NN
8043,algate,NN
8044,algates,NNS
8045,algazel,NN
8046,algebar,NN
8047,algebra,NN
8048,algebraic,NN
8049,algebraical,JJ
8050,algebraically,RB
8051,algebraist,NN
8052,algebraists,NNS
8053,algebraization,NN
8054,algebraize,VB
8055,algebraized,VBN
8056,algebraizing,VBG
8057,algebras,NNS
8058,algebrization,NN
8059,algedi,NN
8060,algedo,NN
8061,algedonic,NN
8062,algedonics,NNS
8063,algefacient,NN
8064,algenib,NN
8065,algeria,NNS
8066,algerian,JJ
8067,algerians,NNS
8068,algerienne,NN
8069,algerine,NN
8070,algerines,NNS
8071,algerita,NN
8072,algerite,NN
8073,algernon,NN
8074,algesia,NN
8075,algesic,JJ
8076,algesimeter,NN
8077,algesiometer,NN
8078,algesireceptor,NN
8079,algesis,NN
8080,algesthesis,NN
8081,algetic,JJ
8082,algy,NN
8083,algic,NN
8084,algicidal,NN
8085,algicide,NN
8086,algicides,NNS
8087,algid,NN
8088,algidity,NN
8089,algidities,NNS
8090,algidness,NN
8091,algieba,NN
8092,algiers,NNS
8093,algific,NN
8094,algin,NN
8095,alginate,NN
8096,alginates,NNS
8097,algine,NN
8098,alginic,NN
8099,algins,NNS
8100,alginuresis,NN
8101,algiomuscular,NN
8102,algist,NN
8103,algivorous,JJ
8104,algocyan,NN
8105,algodon,NN
8106,algodoncillo,NN
8107,algodonite,NN
8108,algoesthesiometer,NN
8109,algogenic,NN
8110,algoid,NN
8111,algol,NN
8112,algolagny,NN
8113,algolagnia,NN
8114,algolagnic,NN
8115,algolagnist,NN
8116,algology,NN
8117,algological,JJ
8118,algologically,RB
8119,algologies,NNS
8120,algologist,NN
8121,algoman,NN
8122,algometer,NN
8123,algometry,NN
8124,algometric,NN
8125,algometrical,JJ
8126,algometrically,RB
8127,algomian,JJ
8128,algomic,JJ
8129,algonkian,JJ
8130,algonquian,JJ
8131,algonquians,NNS
8132,algonquin,NN
8133,algonquins,NNS
8134,algophagous,JJ
8135,algophilia,NNS
8136,algophilist,NN
8137,algophobia,NN
8138,algor,NN
8139,algorab,NN
8140,algores,NNS
8141,algorism,NN
8142,algorismic,JJ
8143,algorisms,NNS
8144,algorist,NN
8145,algoristic,JJ
8146,algorithm,NN
8147,algorithmic,JJ
8148,algorithmically,RB
8149,algorithms,NN
8150,algors,NNS
8151,algosis,NN
8152,algous,JJ
8153,algovite,NN
8154,algraphy,NN
8155,algraphic,JJ
8156,alguacil,NN
8157,alguazil,NN
8158,alguifou,NN
8159,algum,NN
8160,algums,NNS
8161,alhacena,NN
8162,alhagi,NN
8163,alhambra,NN
8164,alhambraic,NN
8165,alhambresque,NN
8166,alhandal,NN
8167,alhena,NN
8168,alhenna,NN
8169,alhet,NN
8170,aly,NN
8171,alia,NNS
8172,alya,NN
8173,aliamenta,NN
8174,alias,NNS
8175,aliased,VBN
8176,aliases,NNS
8177,aliasing,VBG
8178,alibamu,NN
8179,alibangbang,NN
8180,alibi,NN
8181,alibied,VBN
8182,alibies,NNS
8183,alibiing,VBG
8184,alibility,NN
8185,alibis,NN
8186,alible,JJ
8187,alicant,NN
8188,alice,NN
8189,alichel,NN
8190,alichino,NN
8191,alicia,NN
8192,alicyclic,NN
8193,alick,NN
8194,alicoche,NN
8195,alycompaine,NN
8196,alictisal,NN
8197,alicula,NN
8198,aliculae,NN
8199,alida,NN
8200,alidad,NN
8201,alidada,NN
8202,alidade,NN
8203,alidades,NNS
8204,alidads,NNS
8205,alids,NNS
8206,alien,NN
8207,alienability,NN
8208,alienabilities,NNS
8209,alienable,JJ
8210,alienage,NN
8211,alienages,NNS
8212,alienate,NN
8213,alienated,VBN
8214,alienates,NNS
8215,alienating,VBG
8216,alienation,NN
8217,alienator,NN
8218,aliency,NN
8219,aliene,NN
8220,aliened,VBN
8221,alienee,NN
8222,alienees,NNS
8223,aliener,NN
8224,alieners,NNS
8225,alienicola,NN
8226,alienicolae,NN
8227,alienigenate,NN
8228,aliening,VBG
8229,alienism,NN
8230,alienisms,NNS
8231,alienist,NN
8232,alienists,NNS
8233,alienize,VB
8234,alienly,RB
8235,alienness,NN
8236,alienor,NN
8237,alienors,NNS
8238,aliens,NNS
8239,alienship,NN
8240,aliesterase,NN
8241,aliet,JJ
8242,aliethmoid,NN
8243,aliethmoidal,NN
8244,alif,NN
8245,alife,NN
8246,aliferous,JJ
8247,aliform,NN
8248,alifs,NNS
8249,aligerous,JJ
8250,alight,NN
8251,alighted,VBN
8252,alighten,NNS
8253,alighting,VBG
8254,alightment,NN
8255,alights,NNS
8256,align,NN
8257,aligned,VBN
8258,aligner,NN
8259,aligners,NNS
8260,aligning,VBG
8261,alignment,NN
8262,alignments,NNS
8263,aligns,NNS
8264,aligreek,NN
8265,alii,NN
8266,aliya,NN
8267,aliyah,NN
8268,aliyahaliyahs,NN
8269,aliyas,NN
8270,aliyos,NN
8271,aliyoth,DT
8272,aliipoe,NN
8273,alike,RB
8274,alikeness,NN
8275,alikewise,NN
8276,alikuluf,NN
8277,alikulufan,NN
8278,alilonghi,NN
8279,alima,NN
8280,alimenation,NN
8281,aliment,NN
8282,alimental,NN
8283,alimentally,RB
8284,alimentary,JJ
8285,alimentariness,NN
8286,alimentation,NN
8287,alimentative,JJ
8288,alimentatively,RB
8289,alimentativeness,NN
8290,alimented,VBN
8291,alimenter,NN
8292,alimentic,JJ
8293,alimenting,VBG
8294,alimentive,JJ
8295,alimentiveness,NN
8296,alimentotherapy,NN
8297,aliments,NNS
8298,alimentum,NN
8299,alimony,NN
8300,alimonied,VBN
8301,alimonies,NNS
8302,alymphia,NN
8303,alymphopotent,NN
8304,alin,NN
8305,alinasal,NN
8306,aline,NN
8307,alineation,NN
8308,alined,VBN
8309,alinement,NN
8310,aliner,NN
8311,aliners,NNS
8312,alines,NNS
8313,alingual,JJ
8314,alining,VBG
8315,alinit,NN
8316,alinota,NN
8317,alinotum,NN
8318,alintatao,NN
8319,aliofar,NN
8320,alioth,DT
8321,alipata,NNS
8322,aliped,NNS
8323,alipeds,NNS
8324,aliphatic,JJ
8325,alipin,NN
8326,alypin,NN
8327,alypine,NN
8328,aliptae,NN
8329,alipteria,NNS
8330,alipterion,NN
8331,aliptes,NNS
8332,aliptic,JJ
8333,aliptteria,NNS
8334,alypum,NN
8335,aliquant,NN
8336,aliquid,NN
8337,aliquot,NN
8338,aliquots,NNS
8339,alisanders,NNS
8340,aliseptal,NN
8341,alish,JJ
8342,alisier,NN
8343,alisma,NN
8344,alismaceae,NN
8345,alismaceous,JJ
8346,alismad,NN
8347,alismal,NN
8348,alismales,NNS
8349,alismataceae,NN
8350,alismoid,NN
8351,aliso,NN
8352,alison,NN
8353,alisonite,NN
8354,alisos,NN
8355,alisp,NN
8356,alispheno,NN
8357,alisphenoid,NN
8358,alisphenoidal,NN
8359,alysson,NN
8360,alyssum,NN
8361,alyssums,NNS
8362,alist,NN
8363,alister,NN
8364,alit,NN
8365,alytarch,NN
8366,alite,NN
8367,aliter,NN
8368,alytes,NNS
8369,ality,NN
8370,alitrunk,NN
8371,aliturgic,NN
8372,aliturgical,JJ
8373,aliunde,NN
8374,alive,JJ
8375,aliveness,NN
8376,alives,NNS
8377,alivincular,NN
8378,alix,NN
8379,alizarate,NN
8380,alizari,NN
8381,alizarin,NN
8382,alizarine,NN
8383,alizarins,NNS
8384,aljama,NN
8385,aljamado,NN
8386,aljamia,NN
8387,aljamiado,NN
8388,aljamiah,NN
8389,aljoba,NN
8390,aljofaina,NN
8391,alk,NN
8392,alkahest,NN
8393,alkahestic,JJ
8394,alkahestica,NN
8395,alkahestical,JJ
8396,alkahests,NNS
8397,alkaid,NN
8398,alkalamide,NN
8399,alkalemia,NN
8400,alkalescence,NN
8401,alkalescency,NN
8402,alkalescent,NN
8403,alkali,NN
8404,alkalic,NN
8405,alkalies,NNS
8406,alkaliferous,JJ
8407,alkalify,NN
8408,alkalifiable,JJ
8409,alkalified,VBN
8410,alkalifies,NNS
8411,alkalifying,VBG
8412,alkaligen,NN
8413,alkaligenous,JJ
8414,alkalimeter,NN
8415,alkalimetry,NN
8416,alkalimetric,NN
8417,alkalimetrical,JJ
8418,alkalimetrically,RB
8419,alkalin,NN
8420,alkaline,NN
8421,alkalinisation,NN
8422,alkalinise,NN
8423,alkalinised,VBN
8424,alkalinising,VBG
8425,alkalinity,NN
8426,alkalinities,NNS
8427,alkalinization,NN
8428,alkalinize,VB
8429,alkalinized,VBN
8430,alkalinizes,NNS
8431,alkalinizing,VBG
8432,alkalinuria,NNS
8433,alkalis,NNS
8434,alkalisable,JJ
8435,alkalisation,NN
8436,alkalise,NN
8437,alkalised,VBN
8438,alkaliser,NN
8439,alkalises,NNS
8440,alkalising,VBG
8441,alkalizable,JJ
8442,alkalizate,NN
8443,alkalization,NN
8444,alkalize,VB
8445,alkalized,VBN
8446,alkalizer,NN
8447,alkalizes,NNS
8448,alkalizing,VBG
8449,alkaloid,NN
8450,alkaloidal,NN
8451,alkaloids,NNS
8452,alkalometry,NN
8453,alkalosis,NN
8454,alkalous,JJ
8455,alkalurops,NNS
8456,alkamin,NN
8457,alkamine,NN
8458,alkanal,JJ
8459,alkane,NN
8460,alkanes,NNS
8461,alkanet,NN
8462,alkanethiol,NN
8463,alkanets,NNS
8464,alkanna,NN
8465,alkannin,NN
8466,alkanol,NN
8467,alkaphrah,NN
8468,alkapton,NN
8469,alkaptone,NN
8470,alkaptonuria,NNS
8471,alkaptonuric,NN
8472,alkargen,NN
8473,alkarsin,NN
8474,alkarsine,NN
8475,alkatively,RB
8476,alkedavy,NN
8477,alkekengi,NN
8478,alkene,NN
8479,alkenes,NNS
8480,alkenyl,NN
8481,alkenna,NN
8482,alkermes,NNS
8483,alkes,NNS
8484,alky,NN
8485,alkyd,NN
8486,alkide,NN
8487,alkyds,NN
8488,alkies,NNS
8489,alkyl,NN
8490,alkylamine,NN
8491,alkylamino,NN
8492,alkylarylsulfonate,NN
8493,alkylate,NN
8494,alkylated,VBN
8495,alkylates,NNS
8496,alkylating,VBG
8497,alkylation,NN
8498,alkylbenzenesulfonate,NN
8499,alkylbenzenesulfonates,NNS
8500,alkylene,NN
8501,alkylic,NN
8502,alkylidene,NN
8503,alkylize,VB
8504,alkylogen,NN
8505,alkylol,NN
8506,alkyloxy,NN
8507,alkyls,NN
8508,alkin,NN
8509,alkine,NN
8510,alkyne,NN
8511,alkines,NNS
8512,alkynes,NNS
8513,alkitran,NN
8514,alkool,NN
8515,alkoran,NN
8516,alkoranic,NN
8517,alkoxy,NN
8518,alkoxid,NN
8519,alkoxide,NN
8520,alkoxyl,NN
8521,all,DT
8522,allabuta,NN
8523,allachesthesia,NN
8524,allactite,NN
8525,allaeanthus,RB
8526,allagite,NN
8527,allagophyllous,JJ
8528,allagostemonous,JJ
8529,allah,NN
8530,allay,NN
8531,allayed,NNS
8532,allayer,NN
8533,allayers,NNS
8534,allaying,VBG
8535,allayment,NN
8536,allays,NNS
8537,allalinite,NN
8538,allamanda,NN
8539,allamonti,NN
8540,allamoth,DT
8541,allamotti,NNS
8542,allan,NN
8543,allanite,NN
8544,allanites,NNS
8545,allanitic,JJ
8546,allantiasis,NN
8547,allantochorion,NN
8548,allantoic,NN
8549,allantoid,NN
8550,allantoidal,NN
8551,allantoidea,NN
8552,allantoidean,NN
8553,allantoides,NNS
8554,allantoidian,JJ
8555,allantoin,NN
8556,allantoinase,NN
8557,allantoinuria,NNS
8558,allantois,NN
8559,allantoxaidin,NN
8560,allanturic,NN
8561,allargando,NN
8562,allasch,NN
8563,allassotonic,NN
8564,allative,JJ
8565,allatrate,NN
8566,allbone,NN
8567,alle,NN
8568,allecret,NN
8569,allect,NN
8570,allectory,NN
8571,allegata,NNS
8572,allegate,NN
8573,allegation,NN
8574,allegations,NNS
8575,allegator,NN
8576,allegatum,NN
8577,allege,NN
8578,allegeable,JJ
8579,alleged,VBN
8580,allegedly,RB
8581,allegement,NN
8582,alleger,NN
8583,allegers,NNS
8584,alleges,NNS
8585,allegheny,NN
8586,alleghenian,JJ
8587,allegiance,NN
8588,allegiances,NNS
8589,allegiancy,NN
8590,allegiant,NN
8591,allegiantly,RB
8592,allegiare,NN
8593,alleging,VBG
8594,allegory,NN
8595,allegoric,NN
8596,allegorical,JJ
8597,allegorically,RB
8598,allegoricalness,NN
8599,allegories,NNS
8600,allegorisation,NN
8601,allegorise,NN
8602,allegorised,VBN
8603,allegoriser,NN
8604,allegorising,VBG
8605,allegorism,NN
8606,allegorist,NN
8607,allegorister,NN
8608,allegoristic,JJ
8609,allegorists,NNS
8610,allegorization,NN
8611,allegorize,VB
8612,allegorized,VBN
8613,allegorizer,NN
8614,allegorizing,VBG
8615,allegresse,NN
8616,allegretto,NN
8617,allegrettos,NNS
8618,allegro,NN
8619,allegros,NNS
8620,alley,NN
8621,alleyed,NNS
8622,alleyite,NN
8623,alleys,NNS
8624,alleyway,RB
8625,alleyways,NNS
8626,allele,NN
8627,alleles,NNS
8628,alleleu,NN
8629,allelic,NN
8630,allelism,NN
8631,allelisms,NNS
8632,allelocatalytic,JJ
8633,allelomorph,NN
8634,allelomorphic,JJ
8635,allelomorphism,NN
8636,allelopathy,NN
8637,allelotropy,NN
8638,allelotropic,NN
8639,allelotropism,NN
8640,alleluia,NN
8641,alleluiah,NN
8642,alleluias,NNS
8643,alleluiatic,JJ
8644,alleluja,NN
8645,allelvia,NN
8646,allemand,NN
8647,allemande,NN
8648,allemandes,NNS
8649,allemands,NNS
8650,allemontite,NN
8651,allen,NN
8652,allenarly,RB
8653,allene,NN
8654,alleniate,NN
8655,allentando,NN
8656,allentato,NN
8657,allentiac,NN
8658,allentiacan,JJ
8659,aller,NN
8660,allergen,NN
8661,allergenic,NN
8662,allergenicity,NN
8663,allergens,NNS
8664,allergy,NN
8665,allergia,NN
8666,allergic,NN
8667,allergies,NNS
8668,allergin,NN
8669,allergins,NNS
8670,allergist,NN
8671,allergists,NNS
8672,allergology,NN
8673,allerion,NN
8674,allesthesia,NN
8675,allethrin,NN
8676,alleve,NN
8677,alleviant,NN
8678,alleviate,NN
8679,alleviated,VBN
8680,alleviater,NN
8681,alleviaters,NNS
8682,alleviates,NNS
8683,alleviating,VBG
8684,alleviatingly,RB
8685,alleviation,NN
8686,alleviations,NNS
8687,alleviative,JJ
8688,alleviator,NN
8689,alleviatory,NN
8690,alleviators,NNS
8691,allez,NN
8692,allgood,NN
8693,allgovite,NN
8694,allhallow,NN
8695,allhallows,NNS
8696,allhallowtide,NN
8697,allheal,NN
8698,allheals,NNS
8699,ally,RB
8700,alliable,JJ
8701,alliably,RB
8702,alliaceae,NN
8703,alliaceous,JJ
8704,alliage,NN
8705,alliance,NN
8706,allianced,VBN
8707,alliancer,NN
8708,alliances,NNS
8709,alliancing,VBG
8710,alliant,NN
8711,alliaria,NNS
8712,allicampane,NN
8713,allice,NN
8714,allicholly,RB
8715,alliciency,NN
8716,allicient,NN
8717,allicin,NN
8718,allicins,NNS
8719,allicit,NN
8720,allie,NN
8721,allied,JJ
8722,allies,NNS
8723,alligate,NN
8724,alligated,VBN
8725,alligating,VBG
8726,alligation,NN
8727,alligations,NNS
8728,alligator,NN
8729,alligatored,VBN
8730,alligatorfish,JJ
8731,alligatorfishes,NNS
8732,alligatoring,VBG
8733,alligators,NNS
8734,allyic,NN
8735,allying,VBG
8736,allyl,NN
8737,allylamine,NN
8738,allylate,NN
8739,allylation,NN
8740,allylene,NN
8741,allylic,NN
8742,allyls,NN
8743,allylthiourea,NN
8744,allineate,NN
8745,allineation,NN
8746,allionia,NN
8747,allioniaceae,NN
8748,allyou,NN
8749,allis,NNS
8750,allision,NN
8751,alliteral,JJ
8752,alliterate,NN
8753,alliterated,VBN
8754,alliterates,NNS
8755,alliterating,VBG
8756,alliteration,NN
8757,alliterational,JJ
8758,alliterationist,NN
8759,alliterations,NNS
8760,alliterative,JJ
8761,alliteratively,RB
8762,alliterativeness,NN
8763,alliterator,NN
8764,allituric,NN
8765,allium,NN
8766,alliums,NNS
8767,allivalite,NN
8768,allmouth,NN
8769,allmouths,NNS
8770,allness,NN
8771,allo,NN
8772,alloantibody,NN
8773,allobar,NN
8774,allobaric,NN
8775,allobars,NNS
8776,allobroges,NNS
8777,allobrogical,JJ
8778,allocability,NN
8779,allocable,JJ
8780,allocaffeine,NN
8781,allocatable,JJ
8782,allocate,NN
8783,allocated,VBN
8784,allocatee,NN
8785,allocates,NNS
8786,allocating,VBG
8787,allocation,NN
8788,allocations,NNS
8789,allocator,NN
8790,allocators,NNS
8791,allocatur,NN
8792,allocheiria,NNS
8793,allochetia,NN
8794,allochetite,NN
8795,allochezia,NN
8796,allochiral,JJ
8797,allochirally,RB
8798,allochiria,NNS
8799,allochlorophyll,NN
8800,allochroic,NN
8801,allochroite,NN
8802,allochromatic,JJ
8803,allochroous,JJ
8804,allochthon,NN
8805,allochthonous,JJ
8806,allocyanine,NN
8807,allocinnamic,JJ
8808,alloclase,NN
8809,alloclasite,NN
8810,allocochick,NN
8811,allocryptic,JJ
8812,allocrotonic,NN
8813,allocthonous,JJ
8814,allocute,NN
8815,allocution,NN
8816,allocutive,JJ
8817,allod,NN
8818,allodelphite,NN
8819,allodesmism,NN
8820,allodge,NN
8821,allody,NN
8822,allodia,NN
8823,allodial,JJ
8824,allodialism,NN
8825,allodialist,NN
8826,allodiality,NN
8827,allodially,RB
8828,allodian,JJ
8829,allodiary,JJ
8830,allodiaries,NNS
8831,allodies,NNS
8832,allodification,NN
8833,allodium,NN
8834,allods,NNS
8835,alloeosis,NN
8836,alloeostropha,NN
8837,alloeotic,JJ
8838,alloerotic,JJ
8839,alloerotism,NN
8840,allogamy,NN
8841,allogamies,NNS
8842,allogamous,JJ
8843,allogene,NN
8844,allogeneic,NN
8845,allogeneity,NN
8846,allogeneous,JJ
8847,allogenic,NN
8848,allogenically,RB
8849,allograft,NN
8850,allograph,NN
8851,allographic,JJ
8852,alloy,NN
8853,alloyage,NN
8854,alloyed,NNS
8855,alloying,VBG
8856,alloimmune,NN
8857,alloiogenesis,NN
8858,alloiometry,NN
8859,alloiometric,NN
8860,alloys,NNS
8861,alloisomer,NN
8862,alloisomeric,NN
8863,alloisomerism,NN
8864,allokinesis,NN
8865,allokinetic,JJ
8866,allokurtic,JJ
8867,allolalia,NNS
8868,allolalic,NN
8869,allomerism,NN
8870,allomerization,NN
8871,allomerize,VB
8872,allomerized,VBN
8873,allomerizing,VBG
8874,allomerous,JJ
8875,allometry,NN
8876,allometric,NN
8877,allomorph,NN
8878,allomorphic,JJ
8879,allomorphism,NN
8880,allomorphite,NN
8881,allomucic,NN
8882,allonge,NN
8883,allonges,NNS
8884,allonym,NN
8885,allonymous,JJ
8886,allonymously,RB
8887,allonyms,NN
8888,allonomous,JJ
8889,alloo,NN
8890,allopalladium,NN
8891,allopath,NN
8892,allopathetic,JJ
8893,allopathetically,RB
8894,allopathy,NN
8895,allopathic,JJ
8896,allopathically,RB
8897,allopathies,NNS
8898,allopathist,NN
8899,allopaths,NNS
8900,allopatry,NN
8901,allopatric,NN
8902,allopatrically,RB
8903,allopelagic,NN
8904,allophanamid,NN
8905,allophanamide,NN
8906,allophanate,NN
8907,allophanates,NNS
8908,allophane,NN
8909,allophanic,NN
8910,allophyle,NN
8911,allophylian,JJ
8912,allophylic,NN
8913,allophylus,NN
8914,allophite,NN
8915,allophytoid,NN
8916,allophone,NN
8917,allophones,NNS
8918,allophonic,NN
8919,allophonically,RB
8920,allophore,NN
8921,alloplasm,NN
8922,alloplasmatic,JJ
8923,alloplasmic,JJ
8924,alloplast,NN
8925,alloplasty,NN
8926,alloplastic,JJ
8927,alloploidy,NN
8928,allopolyploid,NN
8929,allopolyploidy,NN
8930,allopsychic,JJ
8931,allopurinol,NN
8932,alloquy,NN
8933,alloquial,JJ
8934,alloquialism,NN
8935,allorhythmia,NN
8936,allorrhyhmia,NN
8937,allorrhythmic,JJ
8938,allosaur,NN
8939,allosaurus,NN
8940,allose,NN
8941,allosematic,JJ
8942,allosyndesis,NN
8943,allosyndetic,JJ
8944,allosome,NN
8945,allosteric,NN
8946,allosterically,RB
8947,allot,NN
8948,alloted,VBN
8949,allotee,NN
8950,allotelluric,NN
8951,allotheism,NN
8952,allotheist,NN
8953,allotheistic,JJ
8954,allotheria,NNS
8955,allothigene,NN
8956,allothigenetic,JJ
8957,allothigenetically,RB
8958,allothigenic,NN
8959,allothigenous,JJ
8960,allothimorph,NN
8961,allothimorphic,JJ
8962,allothogenic,NN
8963,allothogenous,JJ
8964,allotype,NN
8965,allotypes,NNS
8966,allotypy,NN
8967,allotypic,NN
8968,allotypical,JJ
8969,allotypically,RB
8970,allotypies,NNS
8971,allotment,NN
8972,allotments,NNS
8973,allotransplant,NN
8974,allotransplantation,NN
8975,allotrylic,NN
8976,allotriodontia,NN
8977,allotriognathi,NN
8978,allotriomorphic,JJ
8979,allotriophagy,NN
8980,allotriophagia,NN
8981,allotriuria,NNS
8982,allotrope,NN
8983,allotropes,NNS
8984,allotrophic,JJ
8985,allotropy,NN
8986,allotropic,NN
8987,allotropical,JJ
8988,allotropically,RB
8989,allotropicity,NN
8990,allotropies,NNS
8991,allotropism,NN
8992,allotropize,VB
8993,allotropous,JJ
8994,allots,NNS
8995,allottable,JJ
8996,allotted,VBN
8997,allottee,NN
8998,allottees,NNS
8999,allotter,NN
9000,allottery,NN
9001,allotters,NNS
9002,allotting,VBG
9003,allover,NN
9004,allovers,NNS
9005,allow,VB
9006,allowable,JJ
9007,allowableness,NN
9008,allowably,RB
9009,allowance,NN
9010,allowanced,VBN
9011,allowances,NNS
9012,allowancing,VBG
9013,allowed,VBN
9014,allowedly,RB
9015,allower,NN
9016,allowing,VBG
9017,allows,NNS
9018,alloxan,NN
9019,alloxanate,NN
9020,alloxanic,NN
9021,alloxans,NNS
9022,alloxantin,NN
9023,alloxy,NN
9024,alloxyproteic,NN
9025,alloxuraemia,NN
9026,alloxuremia,NN
9027,alloxuric,NN
9028,allozooid,NN
9029,allround,NN
9030,alls,NNS
9031,allseed,NN
9032,allseeds,NNS
9033,allspice,NN
9034,allspices,NNS
9035,allthing,VBG
9036,allthorn,NN
9037,alltud,NN
9038,allude,NN
9039,alluded,VBD
9040,alludes,NNS
9041,alluding,VBG
9042,allumette,NN
9043,allumine,NN
9044,alluminor,NN
9045,allurance,NN
9046,allure,NN
9047,allured,VBN
9048,allurement,NN
9049,allurements,NNS
9050,allurer,NN
9051,allurers,NNS
9052,allures,NNS
9053,alluring,VBG
9054,alluringly,RB
9055,alluringness,NN
9056,allusion,NN
9057,allusions,NNS
9058,allusive,JJ
9059,allusively,RB
9060,allusiveness,NN
9061,allusory,NN
9062,allutterly,RB
9063,alluvia,NN
9064,alluvial,JJ
9065,alluvials,NNS
9066,alluviate,NN
9067,alluviation,NN
9068,alluvio,NN
9069,alluvion,NN
9070,alluvions,NNS
9071,alluvious,JJ
9072,alluvium,NN
9073,alluviums,NNS
9074,alluvivia,NN
9075,alluviviums,NNS
9076,allwhere,RB
9077,allwhither,NN
9078,allwork,NN
9079,allworthy,NN
9080,alma,NN
9081,almacantar,NN
9082,almacen,NN
9083,almacenista,NN
9084,almach,NN
9085,almaciga,NN
9086,almacigo,NN
9087,almadia,NN
9088,almadie,NN
9089,almagest,NN
9090,almagests,NNS
9091,almagra,NN
9092,almah,NN
9093,almahs,NN
9094,almain,NN
9095,almaine,NN
9096,alman,NN
9097,almanac,NN
9098,almanacs,NN
9099,almander,NN
9100,almandine,NN
9101,almandines,NNS
9102,almandite,NN
9103,almanner,NN
9104,almas,NN
9105,alme,NN
9106,almeh,NN
9107,almehs,NN
9108,almeidina,NN
9109,almemar,NN
9110,almemars,NNS
9111,almemor,NN
9112,almendro,NN
9113,almendron,NN
9114,almery,NN
9115,almerian,JJ
9116,almeries,NNS
9117,almeriite,NN
9118,almes,NNS
9119,almice,NN
9120,almicore,NN
9121,almida,NN
9122,almight,NN
9123,almighty,NN
9124,almightily,RB
9125,almightiness,NN
9126,almique,NN
9127,almira,NN
9128,almirah,NN
9129,almistry,NN
9130,almner,NN
9131,almners,NNS
9132,almochoden,NN
9133,almocrebe,NN
9134,almogavar,NN
9135,almohad,NN
9136,almohade,NN
9137,almohades,NNS
9138,almoign,NN
9139,almoin,NN
9140,almon,NN
9141,almonage,NN
9142,almond,NN
9143,almondy,NN
9144,almondlike,NN
9145,almonds,NNS
9146,almoner,NN
9147,almoners,NNS
9148,almonership,NN
9149,almoning,VBG
9150,almonry,NN
9151,almonries,NNS
9152,almoravid,NN
9153,almoravide,NN
9154,almoravides,NNS
9155,almose,NN
9156,almost,RB
9157,almous,JJ
9158,alms,NNS
9159,almsdeed,NN
9160,almsfolk,NN
9161,almsful,NN
9162,almsgiver,NN
9163,almsgiving,VBG
9164,almshouse,NN
9165,almshouses,NNS
9166,almsman,NN
9167,almsmen,NNS
9168,almsmoney,NN
9169,almswoman,NN
9170,almswomen,NNS
9171,almucantar,NN
9172,almuce,NN
9173,almuces,NNS
9174,almud,NN
9175,almude,NN
9176,almudes,NNS
9177,almuds,NNS
9178,almuerzo,NN
9179,almug,NN
9180,almugs,NNS
9181,almuredin,NN
9182,almury,NN
9183,almuten,NNS
9184,aln,NN
9185,alnage,NN
9186,alnager,NN
9187,alnagership,NN
9188,alnaschar,NN
